Location_Renamed,Location,Type_1,Type_2,Quarter,GDP_Quarterly
Region V (Bicol Region),Region V,Industry,"03. Electricity, steam, water and waste management",2022Q4,39113294.25
Region V (Bicol Region),Region V,Industry,"03. Electricity, steam, water and waste management",2023Q1,39278055
Region V (Bicol Region),Region V,Industry,"03. Electricity, steam, water and waste management",2023Q2,39434676
Region V (Bicol Region),Region V,Industry,"03. Electricity, steam, water and waste management",2023Q3,39584637.22
Region V (Bicol Region),Region V,Industry,"03. Electricity, steam, water and waste management",2023Q4,39730158.57
Region V (Bicol Region),Region V,Industry,"03. Electricity, steam, water and waste management",2024Q1,39873460
Region V (Bicol Region),Region V,Industry,"03. Electricity, steam, water and waste management",2024Q2,40016761.43
Region V (Bicol Region),Region V,Industry,"03. Electricity, steam, water and waste management",2024Q3,40162282.78
Region V (Bicol Region),Region V,Industry,"03. Electricity, steam, water and waste management",2024Q4,40312244
Region V (Bicol Region),Region V,Industry,"03. Electricity, steam, water and waste management",2025Q1,40468865
Region V (Bicol Region),Region V,Industry,"03. Electricity, steam, water and waste management",2025Q2,40634365.72
Region V (Bicol Region),Region V,Industry,"03. Electricity, steam, water and waste management",2025Q3,40810966.09
Region V (Bicol Region),Region V,Industry,"03. Electricity, steam, water and waste management",2025Q4,41000886.04
Region V (Bicol Region),Region V,Industry,04. Construction,2020Q1,109000000
Region V (Bicol Region),Region V,Industry,04. Construction,2020Q2,108914062.5
Region V (Bicol Region),Region V,Industry,04. Construction,2020Q3,109812500
Region V (Bicol Region),Region V,Industry,04. Construction,2020Q4,111554687.5
Region V (Bicol Region),Region V,Industry,04. Construction,2021Q1,114000000
Region V (Bicol Region),Region V,Industry,04. Construction,2021Q2,117007812.5
Region V (Bicol Region),Region V,Industry,04. Construction,2021Q3,120437500
Region V (Bicol Region),Region V,Industry,04. Construction,2021Q4,124148437.5
Region V (Bicol Region),Region V,Industry,04. Construction,2022Q1,128000000
Region V (Bicol Region),Region V,Industry,04. Construction,2022Q2,131851562.5
Region V (Bicol Region),Region V,Industry,04. Construction,2022Q3,135562500
Region V (Bicol Region),Region V,Industry,04. Construction,2022Q4,138992187.5
Region V (Bicol Region),Region V,Industry,04. Construction,2023Q1,142000000
Region V (Bicol Region),Region V,Industry,04. Construction,2023Q2,144492187.5
Region V (Bicol Region),Region V,Industry,04. Construction,2023Q3,146562500
Region V (Bicol Region),Region V,Industry,04. Construction,2023Q4,148351562.5
Region V (Bicol Region),Region V,Industry,04. Construction,2024Q1,150000000
Region V (Bicol Region),Region V,Industry,04. Construction,2024Q2,151648437.5
Region V (Bicol Region),Region V,Industry,04. Construction,2024Q3,153437500
Region V (Bicol Region),Region V,Industry,04. Construction,2024Q4,155507812.5
Region V (Bicol Region),Region V,Industry,04. Construction,2025Q1,158000000
Region V (Bicol Region),Region V,Industry,04. Construction,2025Q2,161054687.5
Region V (Bicol Region),Region V,Industry,04. Construction,2025Q3,164812500
Region V (Bicol Region),Region V,Industry,04. Construction,2025Q4,169414062.5
Region V (Bicol Region),Region V,Industry,Industry,2020Q1,193500000
Region V (Bicol Region),Region V,Industry,Industry,2020Q2,195957031.3
Region V (Bicol Region),Region V,Industry,Industry,2020Q3,198906250
Region V (Bicol Region),Region V,Industry,Industry,2020Q4,202277343.8
Region V (Bicol Region),Region V,Industry,Industry,2021Q1,206000000
Region V (Bicol Region),Region V,Industry,Industry,2021Q2,210003906.3
Region V (Bicol Region),Region V,Industry,Industry,2021Q3,214218750
Region V (Bicol Region),Region V,Industry,Industry,2021Q4,218574218.8
Region V (Bicol Region),Region V,Industry,Industry,2022Q1,223000000
Region V (Bicol Region),Region V,Industry,Industry,2022Q2,227425781.3
Region V (Bicol Region),Region V,Industry,Industry,2022Q3,231781250
Region V (Bicol Region),Region V,Industry,Industry,2022Q4,235996093.8
Region V (Bicol Region),Region V,Industry,Industry,2023Q1,240000000
Region V (Bicol Region),Region V,Industry,Industry,2023Q2,243746093.8
Region V (Bicol Region),Region V,Industry,Industry,2023Q3,247281250
Region V (Bicol Region),Region V,Industry,Industry,2023Q4,250675781.3
Region V (Bicol Region),Region V,Industry,Industry,2024Q1,254000000
Region V (Bicol Region),Region V,Industry,Industry,2024Q2,257324218.8
Region V (Bicol Region),Region V,Industry,Industry,2024Q3,260718750
Region V (Bicol Region),Region V,Industry,Industry,2024Q4,264253906.3
Region V (Bicol Region),Region V,Industry,Industry,2025Q1,268000000
Region V (Bicol Region),Region V,Industry,Industry,2025Q2,272027343.8
Region V (Bicol Region),Region V,Industry,Industry,2025Q3,276406250
Region V (Bicol Region),Region V,Industry,Industry,2025Q4,281207031.3
Region V (Bicol Region),Region V,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2020Q1,57001760.5
Region V (Bicol Region),Region V,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2020Q2,61853085.76
Region V (Bicol Region),Region V,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2020Q3,65993036.84
Region V (Bicol Region),Region V,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2020Q4,69523238.63
Region V (Bicol Region),Region V,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2021Q1,72545316
Region V (Bicol Region),Region V,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2021Q2,75160893.84
Region V (Bicol Region),Region V,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2021Q3,77471597.03
Region V (Bicol Region),Region V,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2021Q4,79579050.46
Region V (Bicol Region),Region V,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2022Q1,81584879
Region V (Bicol Region),Region V,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2022Q2,83590707.54
Region V (Bicol Region),Region V,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2022Q3,85698160.97
Region V (Bicol Region),Region V,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2022Q4,88008864.16
Region V (Bicol Region),Region V,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2023Q1,90624442
Region V (Bicol Region),Region V,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2023Q2,93612644.41
Region V (Bicol Region),Region V,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2023Q3,96905721.47
Region V (Bicol Region),Region V,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2023Q4,100402048.3
Region V (Bicol Region),Region V,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2024Q1,104000000
Region V (Bicol Region),Region V,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2024Q2,107597951.7
Region V (Bicol Region),Region V,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2024Q3,111094278.5
Region V (Bicol Region),Region V,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2024Q4,114387355.6
Region V (Bicol Region),Region V,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2025Q1,117375558
Region V (Bicol Region),Region V,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2025Q2,119957260.9
Region V (Bicol Region),Region V,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2025Q3,122030839.3
Region V (Bicol Region),Region V,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2025Q4,123494668.5
Region V (Bicol Region),Region V,Services,02. Transportation and storage,2020Q1,20539689.5
Region V (Bicol Region),Region V,Services,02. Transportation and storage,2020Q2,20398281.64
Region V (Bicol Region),Region V,Services,02. Transportation and storage,2020Q3,20872848.91
Region V (Bicol Region),Region V,Services,02. Transportation and storage,2020Q4,21875394.84
Region V (Bicol Region),Region V,Services,02. Transportation and storage,2021Q1,23317923
Region V (Bicol Region),Region V,Services,02. Transportation and storage,2021Q2,25112436.94
Region V (Bicol Region),Region V,Services,02. Transportation and storage,2021Q3,27170940.22
Region V (Bicol Region),Region V,Services,02. Transportation and storage,2021Q4,29405436.39
Region V (Bicol Region),Region V,Services,02. Transportation and storage,2022Q1,31727929
Region V (Bicol Region),Region V,Services,02. Transportation and storage,2022Q2,34050421.61
Region V (Bicol Region),Region V,Services,02. Transportation and storage,2022Q3,36284917.78
Region V (Bicol Region),Region V,Services,02. Transportation and storage,2022Q4,38343421.06
Region V (Bicol Region),Region V,Services,02. Transportation and storage,2023Q1,40137935
Region V (Bicol Region),Region V,Services,02. Transportation and storage,2023Q2,41609795.31
Region V (Bicol Region),Region V,Services,02. Transportation and storage,2023Q3,42817666.28
Region V (Bicol Region),Region V,Services,02. Transportation and storage,2023Q4,43849544.36
Region V (Bicol Region),Region V,Services,02. Transportation and storage,2024Q1,44793426
Region V (Bicol Region),Region V,Services,02. Transportation and storage,2024Q2,45737307.64
Region V (Bicol Region),Region V,Services,02. Transportation and storage,2024Q3,46769185.72
Region V (Bicol Region),Region V,Services,02. Transportation and storage,2024Q4,47977056.69
Region V (Bicol Region),Region V,Services,02. Transportation and storage,2025Q1,49448917
Region V (Bicol Region),Region V,Services,02. Transportation and storage,2025Q2,51272763.09
Region V (Bicol Region),Region V,Services,02. Transportation and storage,2025Q3,53536591.41
Region V (Bicol Region),Region V,Services,02. Transportation and storage,2025Q4,56328398.39
Region V (Bicol Region),Region V,Services,03. Accommodation and food service activities,2020Q1,8293742
Region V (Bicol Region),Region V,Services,03. Accommodation and food service activities,2020Q2,8311976.039
Region V (Bicol Region),Region V,Services,03. Accommodation and food service activities,2020Q3,8533601.313
Region V (Bicol Region),Region V,Services,03. Accommodation and food service activities,2020Q4,8929561.93
Region V (Bicol Region),Region V,Services,03. Accommodation and food service activities,2021Q1,9470802
Region V (Bicol Region),Region V,Services,03. Accommodation and food service activities,2021Q2,10128265.63
Region V (Bicol Region),Region V,Services,03. Accommodation and food service activities,2021Q3,10872896.94
Region V (Bicol Region),Region V,Services,03. Accommodation and food service activities,2021Q4,11675640.02
Region V (Bicol Region),Region V,Services,03. Accommodation and food service activities,2022Q1,12507439
Region V (Bicol Region),Region V,Services,03. Accommodation and food service activities,2022Q2,13339237.98
Region V (Bicol Region),Region V,Services,03. Accommodation and food service activities,2022Q3,14141981.06
Region V (Bicol Region),Region V,Services,03. Accommodation and food service activities,2022Q4,14886612.37
Region V (Bicol Region),Region V,Services,03. Accommodation and food service activities,2023Q1,15544076
Region V (Bicol Region),Region V,Services,03. Accommodation and food service activities,2023Q2,16095001.37
Region V (Bicol Region),Region V,Services,03. Accommodation and food service activities,2023Q3,16558759.06
Region V (Bicol Region),Region V,Services,03. Accommodation and food service activities,2023Q4,16964404.98
Region V (Bicol Region),Region V,Services,03. Accommodation and food service activities,2024Q1,17340995
Region V (Bicol Region),Region V,Services,03. Accommodation and food service activities,2024Q2,17717585.02
Region V (Bicol Region),Region V,Services,03. Accommodation and food service activities,2024Q3,18123230.94
Region V (Bicol Region),Region V,Services,03. Accommodation and food service activities,2024Q4,18586988.63
Region V (Bicol Region),Region V,Services,03. Accommodation and food service activities,2025Q1,19137914
Region V (Bicol Region),Region V,Services,03. Accommodation and food service activities,2025Q2,19805062.93
Region V (Bicol Region),Region V,Services,03. Accommodation and food service activities,2025Q3,20617491.31
Region V (Bicol Region),Region V,Services,03. Accommodation and food service activities,2025Q4,21604255.04
Region V (Bicol Region),Region V,Services,04. Information and communication,2020Q1,16780795.5
Region V (Bicol Region),Region V,Services,04. Information and communication,2020Q2,17244082.15
Region V (Bicol Region),Region V,Services,04. Information and communication,2020Q3,17641659.97
Region V (Bicol Region),Region V,Services,04. Information and communication,2020Q4,17982915.93
Region V (Bicol Region),Region V,Services,04. Information and communication,2021Q1,18277237
Region V (Bicol Region),Region V,Services,04. Information and communication,2021Q2,18534010.17
Region V (Bicol Region),Region V,Services,04. Information and communication,2021Q3,18762622.41
Region V (Bicol Region),Region V,Services,04. Information and communication,2021Q4,18972460.69
Region V (Bicol Region),Region V,Services,04. Information and communication,2022Q1,19172912
Region V (Bicol Region),Region V,Services,04. Information and communication,2022Q2,19373363.31
Region V (Bicol Region),Region V,Services,04. Information and communication,2022Q3,19583201.59
Region V (Bicol Region),Region V,Services,04. Information and communication,2022Q4,19811813.83
Region V (Bicol Region),Region V,Services,04. Information and communication,2023Q1,20068587
Region V (Bicol Region),Region V,Services,04. Information and communication,2023Q2,20359779.08
Region V (Bicol Region),Region V,Services,04. Information and communication,2023Q3,20679132.09
Region V (Bicol Region),Region V,Services,04. Information and communication,2023Q4,21017259.06
Region V (Bicol Region),Region V,Services,04. Information and communication,2024Q1,21364773
Region V (Bicol Region),Region V,Services,04. Information and communication,2024Q2,21712286.94
Region V (Bicol Region),Region V,Services,04. Information and communication,2024Q3,22050413.91
Region V (Bicol Region),Region V,Services,04. Information and communication,2024Q4,22369766.92
Region V (Bicol Region),Region V,Services,04. Information and communication,2025Q1,22660959
Region V (Bicol Region),Region V,Services,04. Information and communication,2025Q2,22914603.18
Region V (Bicol Region),Region V,Services,04. Information and communication,2025Q3,23121312.47
Region V (Bicol Region),Region V,Services,04. Information and communication,2025Q4,23271699.9
Region V (Bicol Region),Region V,Services,05. Financial and insurance activities,2020Q1,30588217
Region V (Bicol Region),Region V,Services,05. Financial and insurance activities,2020Q2,33105947.61
Region V (Bicol Region),Region V,Services,05. Financial and insurance activities,2020Q3,35410192.88
Region V (Bicol Region),Region V,Services,05. Financial and insurance activities,2020Q4,37531450.7
Region V (Bicol Region),Region V,Services,05. Financial and insurance activities,2021Q1,39500219
Region V (Bicol Region),Region V,Services,05. Financial and insurance activities,2021Q2,41346995.67
Region V (Bicol Region),Region V,Services,05. Financial and insurance activities,2021Q3,43102278.63
Region V (Bicol Region),Region V,Services,05. Financial and insurance activities,2021Q4,44796565.77
Region V (Bicol Region),Region V,Services,05. Financial and insurance activities,2022Q1,46460355
Region V (Bicol Region),Region V,Services,05. Financial and insurance activities,2022Q2,48124144.23
Region V (Bicol Region),Region V,Services,05. Financial and insurance activities,2022Q3,49818431.38
Region V (Bicol Region),Region V,Services,05. Financial and insurance activities,2022Q4,51573714.33
Region V (Bicol Region),Region V,Services,05. Financial and insurance activities,2023Q1,53420491
Region V (Bicol Region),Region V,Services,05. Financial and insurance activities,2023Q2,55379093.33
Region V (Bicol Region),Region V,Services,05. Financial and insurance activities,2023Q3,57429189.38
Region V (Bicol Region),Region V,Services,05. Financial and insurance activities,2023Q4,59540281.23
Region V (Bicol Region),Region V,Services,05. Financial and insurance activities,2024Q1,61681871
Region V (Bicol Region),Region V,Services,05. Financial and insurance activities,2024Q2,63823460.77
Region V (Bicol Region),Region V,Services,05. Financial and insurance activities,2024Q3,65934552.63
Region V (Bicol Region),Region V,Services,05. Financial and insurance activities,2024Q4,67984648.67
Region V (Bicol Region),Region V,Services,05. Financial and insurance activities,2025Q1,69943251
Region V (Bicol Region),Region V,Services,05. Financial and insurance activities,2025Q2,71779861.7
Region V (Bicol Region),Region V,Services,05. Financial and insurance activities,2025Q3,73463982.88
Region V (Bicol Region),Region V,Services,05. Financial and insurance activities,2025Q4,74965116.61
Region V (Bicol Region),Region V,Services,06. Real estate and ownership of dwellings,2020Q1,21338365.5
Region V (Bicol Region),Region V,Services,06. Real estate and ownership of dwellings,2020Q2,21502530.07
Region V (Bicol Region),Region V,Services,06. Real estate and ownership of dwellings,2020Q3,21820276.34
Region V (Bicol Region),Region V,Services,06. Real estate and ownership of dwellings,2020Q4,22269664.07
Region V (Bicol Region),Region V,Services,06. Real estate and ownership of dwellings,2021Q1,22828753
Region V (Bicol Region),Region V,Services,06. Real estate and ownership of dwellings,2021Q2,23475602.9
Region V (Bicol Region),Region V,Services,06. Real estate and ownership of dwellings,2021Q3,24188273.53
Region V (Bicol Region),Region V,Services,06. Real estate and ownership of dwellings,2021Q4,24944824.64
Region V (Bicol Region),Region V,Services,06. Real estate and ownership of dwellings,2022Q1,25723316
Region V (Bicol Region),Region V,Services,06. Real estate and ownership of dwellings,2022Q2,26501807.36
Region V (Bicol Region),Region V,Services,06. Real estate and ownership of dwellings,2022Q3,27258358.47
Region V (Bicol Region),Region V,Services,06. Real estate and ownership of dwellings,2022Q4,27971029.1
Region V (Bicol Region),Region V,Services,06. Real estate and ownership of dwellings,2023Q1,28617879
Region V (Bicol Region),Region V,Services,06. Real estate and ownership of dwellings,2023Q2,29184281.35
Region V (Bicol Region),Region V,Services,06. Real estate and ownership of dwellings,2023Q3,29684862.97
Region V (Bicol Region),Region V,Services,06. Real estate and ownership of dwellings,2023Q4,30141564.11
Region V (Bicol Region),Region V,Services,06. Real estate and ownership of dwellings,2024Q1,30576325
Region V (Bicol Region),Region V,Services,06. Real estate and ownership of dwellings,2024Q2,31011085.89
Region V (Bicol Region),Region V,Services,06. Real estate and ownership of dwellings,2024Q3,31467787.03
Region V (Bicol Region),Region V,Services,06. Real estate and ownership of dwellings,2024Q4,31968368.65
Region V (Bicol Region),Region V,Services,06. Real estate and ownership of dwellings,2025Q1,32534771
Region V (Bicol Region),Region V,Services,06. Real estate and ownership of dwellings,2025Q2,33188934.32
Region V (Bicol Region),Region V,Services,06. Real estate and ownership of dwellings,2025Q3,33952798.84
Region V (Bicol Region),Region V,Services,06. Real estate and ownership of dwellings,2025Q4,34848304.82
Region V (Bicol Region),Region V,Services,07. Professional and business services,2020Q1,6936255
Region V (Bicol Region),Region V,Services,07. Professional and business services,2020Q2,7641042.953
Region V (Bicol Region),Region V,Services,07. Professional and business services,2020Q3,8229183.125
Region V (Bicol Region),Region V,Services,07. Professional and business services,2020Q4,8717339.484
Region V (Bicol Region),Region V,Services,07. Professional and business services,2021Q1,9122176
Region V (Bicol Region),Region V,Services,07. Professional and business services,2021Q2,9460356.641
Region V (Bicol Region),Region V,Services,07. Professional and business services,2021Q3,9748545.375
Region V (Bicol Region),Region V,Services,07. Professional and business services,2021Q4,10003406.17
Region V (Bicol Region),Region V,Services,07. Professional and business services,2022Q1,10241603
Region V (Bicol Region),Region V,Services,07. Professional and business services,2022Q2,10479799.83
Region V (Bicol Region),Region V,Services,07. Professional and business services,2022Q3,10734660.63
Region V (Bicol Region),Region V,Services,07. Professional and business services,2022Q4,11022849.36
Region V (Bicol Region),Region V,Services,07. Professional and business services,2023Q1,11361030
Region V (Bicol Region),Region V,Services,07. Professional and business services,2023Q2,11760311.86
Region V (Bicol Region),Region V,Services,07. Professional and business services,2023Q3,12209585.63
Region V (Bicol Region),Region V,Services,07. Professional and business services,2023Q4,12692187.33
Region V (Bicol Region),Region V,Services,07. Professional and business services,2024Q1,13191453
Region V (Bicol Region),Region V,Services,07. Professional and business services,2024Q2,13690718.67
Region V (Bicol Region),Region V,Services,07. Professional and business services,2024Q3,14173320.38
Region V (Bicol Region),Region V,Services,07. Professional and business services,2024Q4,14622594.14
Region V (Bicol Region),Region V,Services,07. Professional and business services,2025Q1,15021876
Region V (Bicol Region),Region V,Services,07. Professional and business services,2025Q2,15354501.98
Region V (Bicol Region),Region V,Services,07. Professional and business services,2025Q3,15603808.13
Region V (Bicol Region),Region V,Services,07. Professional and business services,2025Q4,15753130.45
Region V (Bicol Region),Region V,Services,"08. Public administration and defense; 
  compulsory social security",2020Q1,23935234.5
Region V (Bicol Region),Region V,Services,"08. Public administration and defense; 
  compulsory social security",2020Q2,23913358.43
Region V (Bicol Region),Region V,Services,"08. Public administration and defense; 
  compulsory social security",2020Q3,24220732.66
Region V (Bicol Region),Region V,Services,"08. Public administration and defense; 
  compulsory social security",2020Q4,24810321.43
Region V (Bicol Region),Region V,Services,"08. Public administration and defense; 
  compulsory social security",2021Q1,25635089
Region V (Bicol Region),Region V,Services,"08. Public administration and defense; 
  compulsory social security",2021Q2,26647999.6
Region V (Bicol Region),Region V,Services,"08. Public administration and defense; 
  compulsory social security",2021Q3,27802017.47
Region V (Bicol Region),Region V,Services,"08. Public administration and defense; 
  compulsory social security",2021Q4,29050106.86
Region V (Bicol Region),Region V,Services,"08. Public administration and defense; 
  compulsory social security",2022Q1,30345232
Region V (Bicol Region),Region V,Services,"08. Public administration and defense; 
  compulsory social security",2022Q2,31640357.14
Region V (Bicol Region),Region V,Services,"08. Public administration and defense; 
  compulsory social security",2022Q3,32888446.53
Region V (Bicol Region),Region V,Services,"08. Public administration and defense; 
  compulsory social security",2022Q4,34042464.4
Region V (Bicol Region),Region V,Services,"08. Public administration and defense; 
  compulsory social security",2023Q1,35055375
Region V (Bicol Region),Region V,Services,"08. Public administration and defense; 
  compulsory social security",2023Q2,35895821.15
Region V (Bicol Region),Region V,Services,"08. Public administration and defense; 
  compulsory social security",2023Q3,36595160.03
Region V (Bicol Region),Region V,Services,"08. Public administration and defense; 
  compulsory social security",2023Q4,37200427.39
Region V (Bicol Region),Region V,Services,"08. Public administration and defense; 
  compulsory social security",2024Q1,37758659
Region V (Bicol Region),Region V,Services,"08. Public administration and defense; 
  compulsory social security",2024Q2,38316890.61
Region V (Bicol Region),Region V,Services,"08. Public administration and defense; 
  compulsory social security",2024Q3,38922157.97
Region V (Bicol Region),Region V,Services,"08. Public administration and defense; 
  compulsory social security",2024Q4,39621496.85
Region V (Bicol Region),Region V,Services,"08. Public administration and defense; 
  compulsory social security",2025Q1,40461943
Region V (Bicol Region),Region V,Services,"08. Public administration and defense; 
  compulsory social security",2025Q2,41490532.18
Region V (Bicol Region),Region V,Services,"08. Public administration and defense; 
  compulsory social security",2025Q3,42754300.16
Region V (Bicol Region),Region V,Services,"08. Public administration and defense; 
  compulsory social security",2025Q4,44300282.68
Region V (Bicol Region),Region V,Services,09. Education,2020Q1,34758081.5
Region V (Bicol Region),Region V,Services,09. Education,2020Q2,35250213.54
Region V (Bicol Region),Region V,Services,09. Education,2020Q3,35863696.53
Region V (Bicol Region),Region V,Services,09. Education,2020Q4,36581194.64
Region V (Bicol Region),Region V,Services,09. Education,2021Q1,37385372
Region V (Bicol Region),Region V,Services,09. Education,2021Q2,38258892.77
Region V (Bicol Region),Region V,Services,09. Education,2021Q3,39184421.09
Region V (Bicol Region),Region V,Services,09. Education,2021Q4,40144621.12
Region V (Bicol Region),Region V,Services,09. Education,2022Q1,41122157
Region V (Bicol Region),Region V,Services,09. Education,2022Q2,42099692.88
Region V (Bicol Region),Region V,Services,09. Education,2022Q3,43059892.91
Region V (Bicol Region),Region V,Services,09. Education,2022Q4,43985421.23
Region V (Bicol Region),Region V,Services,09. Education,2023Q1,44858942
Region V (Bicol Region),Region V,Services,09. Education,2023Q2,45668897.98
Region V (Bicol Region),Region V,Services,09. Education,2023Q3,46426846.41
Region V (Bicol Region),Region V,Services,09. Education,2023Q4,47150123.13
Region V (Bicol Region),Region V,Services,09. Education,2024Q1,47856064
Region V (Bicol Region),Region V,Services,09. Education,2024Q2,48562004.87
Region V (Bicol Region),Region V,Services,09. Education,2024Q3,49285281.59
Region V (Bicol Region),Region V,Services,09. Education,2024Q4,50043230.02
Region V (Bicol Region),Region V,Services,09. Education,2025Q1,50853186
Region V (Bicol Region),Region V,Services,09. Education,2025Q2,51732485.39
Region V (Bicol Region),Region V,Services,09. Education,2025Q3,52698464.03
Region V (Bicol Region),Region V,Services,09. Education,2025Q4,53768457.79
Region V (Bicol Region),Region V,Services,10. Human health and social work activities,2020Q1,11795794.5
Region V (Bicol Region),Region V,Services,10. Human health and social work activities,2020Q2,12613171.41
Region V (Bicol Region),Region V,Services,10. Human health and social work activities,2020Q3,13310698.53
Region V (Bicol Region),Region V,Services,10. Human health and social work activities,2020Q4,13905497.26
Region V (Bicol Region),Region V,Services,10. Human health and social work activities,2021Q1,14414689
Region V (Bicol Region),Region V,Services,10. Human health and social work activities,2021Q2,14855395.14
Region V (Bicol Region),Region V,Services,10. Human health and social work activities,2021Q3,15244737.09
Region V (Bicol Region),Region V,Services,10. Human health and social work activities,2021Q4,15599836.25
Region V (Bicol Region),Region V,Services,10. Human health and social work activities,2022Q1,15937814
Region V (Bicol Region),Region V,Services,10. Human health and social work activities,2022Q2,16275791.75
Region V (Bicol Region),Region V,Services,10. Human health and social work activities,2022Q3,16630890.91
Region V (Bicol Region),Region V,Services,10. Human health and social work activities,2022Q4,17020232.86
Region V (Bicol Region),Region V,Services,10. Human health and social work activities,2023Q1,17460939
Region V (Bicol Region),Region V,Services,10. Human health and social work activities,2023Q2,17964423.61
Region V (Bicol Region),Region V,Services,10. Human health and social work activities,2023Q3,18519272.41
Region V (Bicol Region),Region V,Services,10. Human health and social work activities,2023Q4,19108364
Region V (Bicol Region),Region V,Services,10. Human health and social work activities,2024Q1,19714577
Region V (Bicol Region),Region V,Services,10. Human health and social work activities,2024Q2,20320790
Region V (Bicol Region),Region V,Services,10. Human health and social work activities,2024Q3,20909881.59
Region V (Bicol Region),Region V,Services,10. Human health and social work activities,2024Q4,21464730.39
Region V (Bicol Region),Region V,Services,10. Human health and social work activities,2025Q1,21968215
Region V (Bicol Region),Region V,Services,10. Human health and social work activities,2025Q2,22403214.01
Region V (Bicol Region),Region V,Services,10. Human health and social work activities,2025Q3,22752606.03
Region V (Bicol Region),Region V,Services,10. Human health and social work activities,2025Q4,22999269.66
Region V (Bicol Region),Region V,Services,11. Other services,2020Q1,4869379.5
Region V (Bicol Region),Region V,Services,11. Other services,2020Q2,4796512.949
Region V (Bicol Region),Region V,Services,11. Other services,2020Q3,4875343.344
Region V (Bicol Region),Region V,Services,11. Other services,2020Q4,5084199.691
Region V (Bicol Region),Region V,Services,11. Other services,2021Q1,5401411
Region V (Bicol Region),Region V,Services,11. Other services,2021Q2,5805306.277
Region V (Bicol Region),Region V,Services,11. Other services,2021Q3,6274214.531
Region V (Bicol Region),Region V,Services,11. Other services,2021Q4,6786464.77
Region V (Bicol Region),Region V,Services,11. Other services,2022Q1,7320386
Region V (Bicol Region),Region V,Services,11. Other services,2022Q2,7854307.23
Region V (Bicol Region),Region V,Services,11. Other services,2022Q3,8366557.469
Region V (Bicol Region),Region V,Services,11. Other services,2022Q4,8835465.723
Region V (Bicol Region),Region V,Services,11. Other services,2023Q1,9239361
Region V (Bicol Region),Region V,Services,11. Other services,2023Q2,9563795.973
Region V (Bicol Region),Region V,Services,11. Other services,2023Q3,9823217.969
Region V (Bicol Region),Region V,Services,11. Other services,2023Q4,10039297.98
Region V (Bicol Region),Region V,Services,11. Other services,2024Q1,10233707
Region V (Bicol Region),Region V,Services,11. Other services,2024Q2,10428116.02
Region V (Bicol Region),Region V,Services,11. Other services,2024Q3,10644196.03
Region V (Bicol Region),Region V,Services,11. Other services,2024Q4,10903618.03
Region V (Bicol Region),Region V,Services,11. Other services,2025Q1,11228053
Region V (Bicol Region),Region V,Services,11. Other services,2025Q2,11639171.94
Region V (Bicol Region),Region V,Services,11. Other services,2025Q3,12158645.84
Region V (Bicol Region),Region V,Services,11. Other services,2025Q4,12808145.7
Region V (Bicol Region),Region V,Services,Services,2020Q1,237000000
Region V (Bicol Region),Region V,Services,Services,2020Q2,246804687.5
Region V (Bicol Region),Region V,Services,Services,2020Q3,256937500
Region V (Bicol Region),Region V,Services,Services,2020Q4,267351562.5
Region V (Bicol Region),Region V,Services,Services,2021Q1,278000000
Region V (Bicol Region),Region V,Services,Services,2021Q2,288835937.5
Region V (Bicol Region),Region V,Services,Services,2021Q3,299812500
Region V (Bicol Region),Region V,Services,Services,2021Q4,310882812.5
Region V (Bicol Region),Region V,Services,Services,2022Q1,322000000
Region V (Bicol Region),Region V,Services,Services,2022Q2,333117187.5
Region V (Bicol Region),Region V,Services,Services,2022Q3,344187500
Region V (Bicol Region),Region V,Services,Services,2022Q4,355164062.5
